tipo,temporada,fecha,tipo_producto,codigo_SACH,producto,pais,region,volumen,valor,precio
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,790.7,2971.5,3.7
Exportaciones,2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,42.8,133,3.1
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Arabia Saudita,Metropolitana,2.3,14.8,6.2
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bélgica,Metropolitana,21.3,87.6,4
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Metropolitana,0.6,12.3,20.6
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Metropolitana,85.6,337,3.9
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,466.5,1934.8,4.1
Exportaciones,2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,76.2,305.1,4
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,BioBio,140.7,583.7,4.1
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,21,85.5,4
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,20.1,83.2,4.1
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,BioBio,20.1,88.4,4.4
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Hong Kong,Libertador Bernardo O'Higgins,0.1,1.2,7.3
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Los Lagos,0.7,12.7,17
Exportaciones,2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Los Lagos,0.7,12.7,17
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Metropolitana,2.9,35.8,12
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Reino Unido,Metropolitana,1,28.6,27.5
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,42.8,183.8,4.2
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,217.7,990.5,4.5
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,64,280.8,4.3
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Arabia Saudita,Metropolitana,8.3,42.4,5
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),España,Metropolitana,21.4,97.4,4.5
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Estados Unidos,Los Lagos,1,11.4,10.5
Exportaciones,Avance 2022,01/11/2022 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Hong Kong,Metropolitana,0,0.5,9.6
Exportaciones,2023,01/01/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,21.3,66.1,3
Exportaciones,2023,01/01/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Los Lagos,0.3,5.3,15.1
Exportaciones,2023,01/01/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Estados Unidos,Los Lagos,0.6,6.2,9.5
Exportaciones,2023,01/02/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Metropolitana,0.5,9,17.9
Exportaciones,2023,01/03/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,106,380.6,3.5
Exportaciones,2023,01/03/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,22.6,86,3.8
Exportaciones,2023,01/03/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,18.9,62.3,3.2
Exportaciones,2023,01/03/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,19.8,74.9,3.7
Exportaciones,2023,01/03/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Metropolitana,0.3,4.4,13.6
Exportaciones,2023,01/03/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),España,Metropolitana,21.4,89,4.1
Exportaciones,2023,01/04/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Francia,Valparaíso,0.9,13.7,15.2
Exportaciones,2023,01/04/2023 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Metropolitana,1.3,148.2,109.8
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,238.7,748.2,3.1
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,80.4,263.3,3.2
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,0.2,5.1,18.3
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,Región de Los Ríos,19.5,72.7,3.7
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Italia,Metropolitana,2,10.9,5.2
Exportaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Libertador Bernardo O'Higgins,0.4,6.9,14.5
Exportaciones,2023,01/04/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,43.6,162.7,3.7
Exportaciones,2023,01/04/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Estados Unidos,Los Lagos,5.2,76.9,14.5
Exportaciones,2023,01/05/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,4.2,80.7,19
Exportaciones,2023,01/05/2023 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Metropolitana,2.3,290.9,125
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,303.4,913.3,3
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,126,453.4,3.5
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,108.8,326,2.9
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Metropolitana,15.6,54.6,3.5
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,43.9,166.2,3.7
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,42,163.6,3.8
Exportaciones,2023,01/05/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,20.1,78,3.8
Exportaciones,2023,01/05/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,64.5,235.4,3.6
Exportaciones,2023,01/06/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,6.2,120.5,19.2
Exportaciones,2023,01/06/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Metropolitana,0.7,20.4,27.8
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,132,388.3,2.9
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,21,75.5,3.5
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,65.7,193,2.9
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bélgica,Metropolitana,10.7,39,3.6
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,18.6,56,3
Exportaciones,2023,01/06/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,21.4,62.1,2.8
Exportaciones,2023,01/06/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,43.5,163.4,3.7
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,20.8,77.5,3.7
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,147,501,3.4
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,243.1,706,2.9
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,37.9,111.1,2.9
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Metropolitana,1.2,8,6.7
Exportaciones,2023,01/07/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,21.4,62.1,2.8
Exportaciones,2023,01/07/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Estados Unidos,Los Lagos,2.8,20.9,7.4
Exportaciones,2023,01/08/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,263.6,733.3,2.7
Exportaciones,2023,01/08/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,6.8,61.5,9
Exportaciones,2023,01/08/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Valparaíso,0,0.5,20.5
Exportaciones,2023,01/08/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,21,82.2,3.9
Exportaciones,2023,01/08/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,0.3,8.7,24.6
Exportaciones,2023,01/09/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Maule,23.1,46.3,2
Exportaciones,2023,01/09/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,21,71.8,3.4
Exportaciones,2023,01/09/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,65.7,182.8,2.7
Exportaciones,2023,01/09/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Metropolitana,0.2,6.7,26.6
Exportaciones,2023,01/09/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,21.4,70.5,3.2
Exportaciones,2023,01/09/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Hong Kong,Metropolitana,0,0.5,11.2
Exportaciones,Avance 2023,01/11/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,10.4,201.3,19.1
Exportaciones,Avance 2023,01/11/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Metropolitana,0.7,20.4,27.8
Exportaciones,Avance 2023,01/11/2023 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Francia,Valparaíso,0.9,13.7,15.2
Exportaciones,Avance 2023,01/11/2023 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Metropolitana,3.6,439.1,119.4
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Maule,23.1,46.3,2
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,1019.4,3031.8,2.9
Exportaciones,2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,218.3,523.7,2.3
Exportaciones,2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,146.4,428.1,2.9
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,541.8,1793.5,3.3
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,878.8,2501.1,2.8
Exportaciones,2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,87.6,207.6,2.3
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bélgica,Metropolitana,10.7,39,3.6
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Metropolitana,0.7,15.7,20.8
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Metropolitana,15.6,54.6,3.5
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,126.6,462.6,3.6
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Valparaíso,0,1.7,20.5
Exportaciones,2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Valparaíso,0,1.1,20.5
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,61.8,238.6,3.8
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,41.1,160.3,3.9
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,Región de Los Ríos,19.5,72.7,3.7
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Italia,Metropolitana,2,10.9,5.2
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Metropolitana,1.2,8,6.7
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Libertador Bernardo O'Higgins,0.4,6.9,14.5
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Los Lagos,0.3,5.3,15.1
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Kuwait,Metropolitana,0.3,4.4,13.6
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,43.2,132.9,3
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,151.7,561.6,3.7
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,64.3,182.1,2.8
Exportaciones,2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,42.9,111.6,2.6
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),España,Metropolitana,21.4,89,4.1
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Estados Unidos,Los Lagos,8.7,104,11.8
Exportaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Hong Kong,Metropolitana,0,0.5,11.2
Importaciones,2019,01/01/2019 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Estados Unidos,,0,0,89.5
Importaciones,2019,01/03/2019 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Francia,,1.4,32.3,22.1
Importaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Eslovenia,,0,0.1,34.6
Importaciones,2019,01/06/2019 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),España,,0.1,2.3,23.9
Importaciones,2019,01/10/2019 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,1,9.3,9.3
Importaciones,2019,01/11/2019 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),España,,0.2,6.1,24.6
Importaciones,2020,01/05/2020 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,1,10.3,10.3
Importaciones,2020,01/10/2020 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,0.1,1.6,16.5
Importaciones,2020,01/11/2020 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,72,3.3,0
Importaciones,2020,01/11/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),China,,0.3,0.4,1.2
Importaciones,2020,01/12/2020 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,1.5,15,10
Importaciones,2021,01/01/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),China,,0.8,1.7,2.1
Importaciones,2021,01/01/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,,0,0,41
Importaciones,2021,01/02/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Perú,,0.2,0.3,1.2
Importaciones,2021,01/03/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Estados Unidos,,0,1,55.2
Importaciones,2021,01/04/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,1.8,18.7,10.4
Importaciones,2021,01/04/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Francia,,0.2,4.7,23.9
Importaciones,2021,01/04/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Perú,,0.2,0.3,1.5
Importaciones,2021,01/05/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,4,38.3,9.5
Importaciones,2021,01/06/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),España,,0,2,27.8
Importaciones,2021,01/08/2021 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Francia,,0,1.2,25.3
Importaciones,2021,01/08/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Perú,,0,0,0.9
Importaciones,2021,01/08/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Reino Unido,,0,0.1,43.3
Importaciones,2021,01/11/2021 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,25,2.1,0
Importaciones,2021,01/11/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,,0,0,393.8
Importaciones,2021,01/11/2021 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Reino Unido,,0,0,38.4
Importaciones,2021,01/12/2021 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,180,7.3,0
Importaciones,2022,01/07/2022 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,2,20,10
Importaciones,2022,01/07/2022 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Holanda,,1.2,11,9.2
Importaciones,Avance 2022,01/11/2022 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,2,20,10
Importaciones,Avance 2022,01/11/2022 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Holanda,,1.2,11,9.2
Importaciones,Avance 2022,01/11/2022 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,180,8.5,0
Importaciones,2022,01/11/2022 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,180,8.5,0
Importaciones,2022,01/12/2022 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,1,10.7,10.7
Importaciones,2022,01/12/2022 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,,180,4,0
Importaciones,2023,01/04/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,2,18.9,9.4
Importaciones,2023,01/04/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Bélgica,,0.5,6.1,12.3
Importaciones,2023,01/04/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,,0,0.1,64.6
Importaciones,2023,01/06/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Holanda,,0.5,5.1,10.2
Importaciones,2023,01/07/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),China,,0.6,4.8,7.5
Importaciones,2023,01/08/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),India,,1.7,0.3,0.1
Importaciones,2023,01/09/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,2,18.3,8.9
Importaciones,Avance 2023,01/11/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Alemania,,4,37.2,9.1
Importaciones,Avance 2023,01/11/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Bélgica,,0.5,6.1,12.3
Importaciones,Avance 2023,01/11/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),China,,0.6,4.8,7.5
Importaciones,2023,01/11/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Holanda,,0.5,4.8,9.7
Importaciones,Avance 2023,01/11/2023 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Holanda,,1,9.9,9.9
Importaciones,Avance 2023,01/11/2023 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,,0,0.1,64.6
Importaciones,Avance 2023,01/11/2023 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),India,,1.7,0.3,0.1
